gw_site_id	gw_logid	record_date	waterlevel_blsd	reviewed_status_description	source_description	purpose_description	download_date
9581	KLAM0051922	9/5/1997 12:00:00 AM	5.50	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/6/1997 12:00:00 AM	5.51	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/7/1997 12:00:00 AM	5.46	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/8/1997 12:00:00 AM	5.39	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/9/1997 12:00:00 AM	5.35	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/10/1997 12:00:00 AM	5.31	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/11/1997 12:00:00 AM	5.30	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/12/1997 12:00:00 AM	5.28	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/13/1997 12:00:00 AM	5.26	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/14/1997 12:00:00 AM	5.23	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/15/1997 12:00:00 AM	5.17	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/16/1997 12:00:00 AM	5.08	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/17/1997 12:00:00 AM	5.00	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/18/1997 12:00:00 AM	4.95	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/19/1997 12:00:00 AM	4.89	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/20/1997 12:00:00 AM	4.84	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/21/1997 12:00:00 AM	4.79	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/22/1997 12:00:00 AM	4.74	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/23/1997 12:00:00 AM	4.69	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/24/1997 12:00:00 AM	4.65	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/25/1997 12:00:00 AM	4.62	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/26/1997 12:00:00 AM	4.64	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/27/1997 12:00:00 AM	4.64	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/28/1997 12:00:00 AM	4.60	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/29/1997 12:00:00 AM	4.58	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	9/30/1997 12:00:00 AM	4.56	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/1/1997 12:00:00 AM	4.51	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/2/1997 12:00:00 AM	4.50	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/3/1997 12:00:00 AM	4.45	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/4/1997 12:00:00 AM	4.44	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/5/1997 12:00:00 AM	4.42	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/6/1997 12:00:00 AM	4.38	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/7/1997 12:00:00 AM	4.39	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/8/1997 12:00:00 AM	4.36	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/9/1997 12:00:00 AM	4.36	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/10/1997 12:00:00 AM	4.34	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/11/1997 12:00:00 AM	4.36	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/12/1997 12:00:00 AM	4.37	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/13/1997 12:00:00 AM	4.36	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/14/1997 12:00:00 AM	4.36	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/15/1997 12:00:00 AM	4.36	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/16/1997 12:00:00 AM	4.33	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/17/1997 12:00:00 AM	4.31	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/18/1997 12:00:00 AM	4.31	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/19/1997 12:00:00 AM	4.30	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/20/1997 12:00:00 AM	4.30	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/21/1997 12:00:00 AM	4.28	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/22/1997 12:00:00 AM	4.26	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/23/1997 12:00:00 AM	4.24	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/24/1997 12:00:00 AM	4.24	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/25/1997 12:00:00 AM	4.24	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/26/1997 12:00:00 AM	4.22	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/27/1997 12:00:00 AM	4.20	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/28/1997 12:00:00 AM	4.19	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/29/1997 12:00:00 AM	4.18	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/30/1997 12:00:00 AM	4.16	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	10/31/1997 12:00:00 AM	4.17	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/1/1997 12:00:00 AM	4.17	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/2/1997 12:00:00 AM	4.15	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/3/1997 12:00:00 AM	4.13	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/4/1997 12:00:00 AM	4.12	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/5/1997 12:00:00 AM	4.09	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/6/1997 12:00:00 AM	4.07	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/7/1997 12:00:00 AM	4.07	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/8/1997 12:00:00 AM	4.07	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/9/1997 12:00:00 AM	4.04	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/10/1997 12:00:00 AM	4.00	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/11/1997 12:00:00 AM	3.99	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/12/1997 12:00:00 AM	3.98	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/13/1997 12:00:00 AM	3.97	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/14/1997 12:00:00 AM	3.98	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/15/1997 12:00:00 AM	3.98	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/16/1997 12:00:00 AM	3.98	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/17/1997 12:00:00 AM	3.99	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/18/1997 12:00:00 AM	3.96	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/19/1997 12:00:00 AM	3.94	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/20/1997 12:00:00 AM	3.97	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/21/1997 12:00:00 AM	3.95	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/22/1997 12:00:00 AM	3.91	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/23/1997 12:00:00 AM	3.90	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/24/1997 12:00:00 AM	3.90	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/25/1997 12:00:00 AM	3.89	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/26/1997 12:00:00 AM	3.83	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/27/1997 12:00:00 AM	3.87	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/28/1997 12:00:00 AM	3.87	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/29/1997 12:00:00 AM	3.85	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	11/30/1997 12:00:00 AM	3.84	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/1/1997 12:00:00 AM	3.84	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/2/1997 12:00:00 AM	3.84	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/3/1997 12:00:00 AM	3.84	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/4/1997 12:00:00 AM	3.84	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/5/1997 12:00:00 AM	3.82	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/6/1997 12:00:00 AM	3.80	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/7/1997 12:00:00 AM	3.78	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/8/1997 12:00:00 AM	3.82	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/9/1997 12:00:00 AM	3.87	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/10/1997 12:00:00 AM	3.90	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/11/1997 12:00:00 AM	3.92	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/12/1997 12:00:00 AM	3.90	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/13/1997 12:00:00 AM	3.86	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/14/1997 12:00:00 AM	3.82	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/15/1997 12:00:00 AM	3.83	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/16/1997 12:00:00 AM	3.82	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/17/1997 12:00:00 AM	3.81	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/18/1997 12:00:00 AM	3.82	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/19/1997 12:00:00 AM	3.82	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/20/1997 12:00:00 AM	3.78	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/21/1997 12:00:00 AM	3.79	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/22/1997 12:00:00 AM	3.80	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/23/1997 12:00:00 AM	3.80	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/24/1997 12:00:00 AM	3.80	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/25/1997 12:00:00 AM	3.80	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/26/1997 12:00:00 AM	3.82	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/27/1997 12:00:00 AM	3.83	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/28/1997 12:00:00 AM	3.83	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/29/1997 12:00:00 AM	3.80	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/30/1997 12:00:00 AM	3.77	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	12/31/1997 12:00:00 AM	3.75	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/1/1998 12:00:00 AM	3.71	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/2/1998 12:00:00 AM	3.69	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/3/1998 12:00:00 AM	3.67	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/4/1998 12:00:00 AM	3.70	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/5/1998 12:00:00 AM	3.73	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/6/1998 12:00:00 AM	3.74	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/7/1998 12:00:00 AM	3.73	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/8/1998 12:00:00 AM	3.72	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/9/1998 12:00:00 AM	3.69	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/10/1998 12:00:00 AM	3.68	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/11/1998 12:00:00 AM	3.68	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/12/1998 12:00:00 AM	3.65	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/13/1998 12:00:00 AM	3.73	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/14/1998 12:00:00 AM	3.76	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/15/1998 12:00:00 AM	3.77	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/16/1998 12:00:00 AM	3.76	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/17/1998 12:00:00 AM	3.69	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/18/1998 12:00:00 AM	3.57	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/19/1998 12:00:00 AM	3.62	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/20/1998 12:00:00 AM	3.60	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/21/1998 12:00:00 AM	3.57	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/22/1998 12:00:00 AM	3.55	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/23/1998 12:00:00 AM	3.52	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/24/1998 12:00:00 AM	3.51	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/25/1998 12:00:00 AM	3.49	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/26/1998 12:00:00 AM	3.46	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/27/1998 12:00:00 AM	3.45	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/28/1998 12:00:00 AM	3.38	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/29/1998 12:00:00 AM	3.39	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/30/1998 12:00:00 AM	3.37	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	1/31/1998 12:00:00 AM	3.33	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/1/1998 12:00:00 AM	3.29	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/2/1998 12:00:00 AM	3.26	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/3/1998 12:00:00 AM	3.22	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/4/1998 12:00:00 AM	3.24	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/5/1998 12:00:00 AM	3.22	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/6/1998 12:00:00 AM	3.16	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/7/1998 12:00:00 AM	3.16	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/8/1998 12:00:00 AM	3.18	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/9/1998 12:00:00 AM	3.19	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/10/1998 12:00:00 AM	3.16	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/11/1998 12:00:00 AM	3.17	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/12/1998 12:00:00 AM	3.13	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/13/1998 12:00:00 AM	3.11	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/14/1998 12:00:00 AM	3.03	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/15/1998 12:00:00 AM	3.09	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/16/1998 12:00:00 AM	3.02	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/17/1998 12:00:00 AM	3.06	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/18/1998 12:00:00 AM	3.07	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/19/1998 12:00:00 AM	3.03	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/20/1998 12:00:00 AM	3.04	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/21/1998 12:00:00 AM	3.00	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/22/1998 12:00:00 AM	3.02	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/23/1998 12:00:00 AM	2.97	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/24/1998 12:00:00 AM	3.00	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/25/1998 12:00:00 AM	3.01	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/26/1998 12:00:00 AM	3.01	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/27/1998 12:00:00 AM	3.00	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	2/28/1998 12:00:00 AM	3.01	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/1/1998 12:00:00 AM	2.99	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/2/1998 12:00:00 AM	2.93	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/3/1998 12:00:00 AM	2.89	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/4/1998 12:00:00 AM	2.88	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/5/1998 12:00:00 AM	2.84	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/6/1998 12:00:00 AM	2.83	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/7/1998 12:00:00 AM	2.82	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/8/1998 12:00:00 AM	2.82	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/9/1998 12:00:00 AM	2.81	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/10/1998 12:00:00 AM	2.80	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/11/1998 12:00:00 AM	2.75	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/12/1998 12:00:00 AM	2.71	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/13/1998 12:00:00 AM	2.72	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/14/1998 12:00:00 AM	2.72	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/15/1998 12:00:00 AM	2.69	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/16/1998 12:00:00 AM	2.67	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/17/1998 12:00:00 AM	2.66	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/18/1998 12:00:00 AM	2.66	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/19/1998 12:00:00 AM	2.63	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/20/1998 12:00:00 AM	2.61	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/21/1998 12:00:00 AM	2.61	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/22/1998 12:00:00 AM	2.60	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/23/1998 12:00:00 AM	2.56	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/24/1998 12:00:00 AM	2.51	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/25/1998 12:00:00 AM	2.48	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/26/1998 12:00:00 AM	2.47	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/27/1998 12:00:00 AM	2.45	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/28/1998 12:00:00 AM	2.43	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/29/1998 12:00:00 AM	2.45	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/30/1998 12:00:00 AM	2.43	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	3/31/1998 12:00:00 AM	2.39	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/1/1998 12:00:00 AM	2.37	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/2/1998 12:00:00 AM	2.36	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/3/1998 12:00:00 AM	2.31	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/4/1998 12:00:00 AM	2.28	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/5/1998 12:00:00 AM	2.24	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/6/1998 12:00:00 AM	2.22	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/7/1998 12:00:00 AM	2.23	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/8/1998 12:00:00 AM	2.21	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/9/1998 12:00:00 AM	2.17	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/10/1998 12:00:00 AM	2.13	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/11/1998 12:00:00 AM	2.10	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/12/1998 12:00:00 AM	2.11	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/13/1998 12:00:00 AM	2.09	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/14/1998 12:00:00 AM	2.08	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/15/1998 12:00:00 AM	2.08	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/16/1998 12:00:00 AM	2.08	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/17/1998 12:00:00 AM	2.08	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/18/1998 12:00:00 AM	2.08	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/19/1998 12:00:00 AM	2.07	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
9581	KLAM0051922	4/20/1998 12:00:00 AM	2.06	REVIEWED	OWRD	Dedicated Observation Well	2/2/2024
