gw_site_id	site_type	gw_logid	gw_wl_county_code	gw_wl_nbr	gw_well_tag_nbr	gw_well_tag_verified_on_well	site_source_organization	site_source_owrd	state_observation_well_nbr	state_observation_well_status	latitude_dec	longitude_dec	site_horizontal_err	lat_long_source	lat_long_datum	lsd_elevation	lsd_accuracy	elevation_datum	lsd_elevation_source	state	county_code	basin_nbr	wm_district	meridian	township	township_char	range	range_char	sctn	qtr160	qtr40	qtr10	qtr2_5	tax_lot	max_depth	max_casing_diameter	primary_use_desc	measured_waterlevel_blsd_count	measured_waterlevel_blsd_current_status	measured_waterlevel_blsd_count_owrd	measured_waterlevel_blsd_current_status_owrd	calc_obs_well_status_combined	calc_obs_well_status_owrd	recorder_waterlevel_mean_daily_blsd_count	recorder_waterlevel_instantaneous_blsd_count	recorder_well	cuttings_count	media_log_count	hydrograph_url	well_log_url	critical_gw_subarea	aquifer	aquifer_system	download_date
9519	WELL	KLAM0013428	KLAM	13428			OWRD	GWTR			42.17421415	-121.40924850	1.00	GPS SURVEY GRADE	WGS1984	4155.80	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	11.00	E	21	NE	SE	SE			200.00	15	IRRIGATION	6	N	6	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013428	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13428				10/22/2024
9520	WELL	KLAM0013430	KLAM	13430			OWRD	GWTR			42.17929180	-121.40572360	1.00	GPS SURVEY GRADE	WGS1984	4163.80	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	11.00	E	22	NW	NW	NE			110.00	16	IRRIGATION	9	N	9	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013430	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13430				10/22/2024
6372	WELL	KLAM0013435	KLAM	13435			OWRD	GWTR	289	Active	42.16203400	-121.37441800	50.00	SITE VISIT AND IMAGERY	WGS1984	4239.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	11.00	E	26	NE	NW	SE		6901	1225.00	16	IRRIGATION	173	C	173	C	State Obs Well Current	State Obs Well Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013435	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13435		Klamath Volcanics	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
15012	WELL	KLAM0013439	KLAM	13439			OWRD	GWTR			42.15520649	-121.45264275	50.00	GPS	WGS1984	4220.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	11.00	E	30	SE	NW	SE		1200	220.00	6	DOMESTIC	2	N	2	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013439	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13439		Yonna Formation	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
9521	WELL	KLAM0013443	KLAM	13443			OWRD	GWTR			42.15402811	-121.45437421	50.00	MAP 24K	WGS1984	4185.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	11.00	E	30	SE	SW	NE			115.00		IRRIGATION	2	N	2	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013443	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13443				10/22/2024
9522	WELL	KLAM0013456	KLAM	13456			OWRD	GWTR			42.21954245	-121.46810330	10.00	GPS SURVEY GRADE	WGS1984	4129.60	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	11.50	E	1	NE	SE	NE		400	212.00	6	DOMESTIC	117	C	117	C	Obs Well Current	Obs Well Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013456	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13456		Klamath Volcanics	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
8272	WELL	KLAM0013458	KLAM	13458			OWRD	GWTR			42.22218936	-121.48350640	1.00	GPS SURVEY GRADE	WGS1984	4110.00	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	11.50	E	1	NW	NW	NE			348.00		IRRIGATION	3	N	3	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013458	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13458				10/22/2024
9523	WELL	KLAM0013462	KLAM	13462			OWRD	GWTR			42.20971321	-121.49470136	250.00	WR FINAL PROOF MAP	WGS1984	4107.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	11.50	E	2	SE	SW	SW			763.00	20	IRRIGATION													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13462				10/22/2024
9524	WELL	KLAM0013465	KLAM	13465			OWRD	WRIS			42.21929342	-121.56253698	1000.00	WR UNKNOWN SOURCE	WGS1984	4205.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	11.50	E	5	NW	SW	NW			260.00		IRRIGATION													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13465				10/22/2024
9525	WELL	KLAM0013468	KLAM	13468			OWRD	WRIS			42.22083898	-121.57001242	1000.00	WR UNKNOWN SOURCE	WGS1984	4189.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	11.50	E	6	NE	SW	NE			505.00		IRRIGATION													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13468				10/22/2024
9526	WELL	KLAM0013469	KLAM	13469			OWRD	GWTR			42.20612000	-121.51444520	1.00	GPS SURVEY GRADE	WGS1984	4113.00	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	11.50	E	10	NE	NW	SW			61.00		IRRIGATION	4	N	4	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013469	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13469				10/22/2024
9527	WELL	KLAM0013471	KLAM	13471	23990		OWRD	GWTR			42.20288740	-121.46779170	1.00	GPS SURVEY GRADE	WGS1984	4135.30	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	11.50	E	12	NE	SE	SE			410.00		IRRIGATION	4	N	4	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013471	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13471				10/22/2024
9528	WELL	KLAM0013472	KLAM	13472		False	OWRD	WRIS			42.18622708	-121.47021659	1000.00	WR UNKNOWN SOURCE	WGS1984	4138.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	11.50	E	13	SE	NE	NW			395.00		IRRIGATION													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13472				10/22/2024
9529	WELL	KLAM0013478	KLAM	13478			OWRD	GWTR			42.17680650	-121.55887570	1.00	GPS SURVEY GRADE	WGS1984	4124.20	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	11.50	E	20	NW	SE	NW		700	156.00	6	DOMESTIC	15	N	15	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013478	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13478				10/22/2024
9530	WELL	KLAM0013490	KLAM	13490			OWRD	WRIS			42.17180503	-121.50890211	1000.00	WR UNKNOWN SOURCE	WGS1984	4205.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	11.50	E	22	SE	NE	NW			922.00		IRRIGATION													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13490				10/22/2024
9531	WELL	KLAM0013491	KLAM	13491		False	OWRD	GWTR			42.17028770	-121.51386080	10.00	GPS SURVEY GRADE	WGS1984	4190.80	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	11.50	E	22	SE	NW	SE		501	129.00	6	DOMESTIC	117	C	117	C	Obs Well Current	Obs Well Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013491	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13491		Klamath Volcanics	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
6373	WELL	KLAM0013498	KLAM	13498			OWRD	GWTR	290	Inactive	42.15210755	-121.52829390	10.00	GPS SURVEY GRADE	WGS1984	4104.30	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	11.50	E	28	SE	SE	SE			460.00	6		88	N	88	N	State Obs Well Non-Current	State Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013498	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13498				10/22/2024
9532	WELL	KLAM0013519	KLAM	13519			OWRD	GWTR			42.20106150	-121.34695140	1.00	GPS SURVEY GRADE	WGS1984	4196.20	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	12.00	E	7	SW	NW	NE			257.00		IRRIGATION	8	N	8	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013519	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13519				10/22/2024
9533	WELL	KLAM0013538	KLAM	13538			OWRD	GWTR			42.18583480	-121.30543930	1.00	GPS SURVEY GRADE	WGS1984	4204.90	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	12.00	E	16	SW	NE	SW			730.00		IRRIGATION	5	N	5	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013538	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13538				10/22/2024
9534	WELL	KLAM0013539	KLAM	13539			OWRD	GWTR			42.19422079	-121.31548494	50.00	MAP 24K	WGS1984	4210.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	12.00	E	17	NE	NE	NW			708.00		IRRIGATION	3	N	3	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013539	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13539				10/22/2024
9535	WELL	KLAM0013548	KLAM	13548			OWRD	GWTR			42.17582120	-121.30531400	1.00	GPS SURVEY GRADE	WGS1984	4237.30	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	12.00	E	21	NW	SE	NW			440.00		IRRIGATION	6	N	6	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013548	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13548				10/22/2024
9536	WELL	KLAM0013553	KLAM	13553			OWRD	GWTR			42.17851530	-121.36951571	50.00	MAP 24K	WGS1984	4210.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	11.00	E	24	NW	NW	SW			440.00		IRRIGATION	3	N	3	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013553	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13553		Columbia River Basalt	Late Tertiary Basalt Aquifers	10/22/2024
9537	WELL	KLAM0013554	KLAM	13554			OWRD	GWTR			42.16522520	-121.23749570	10.00	GPS SURVEY GRADE	WGS1984	4364.10	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	12.00	E	25	NE	NE	NW			747.00			3	N	3	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013554	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13554				10/22/2024
8273	WELL	KLAM0013556	KLAM	13556			OWRD	GWTR			42.16152218	-121.25906887	50.00	MAP 24K	WGS1984	4387.50	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	12.00	E	26	NE	SW	NE			810.00	10	IRRIGATION	30	C	3	N	Obs Well Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013556	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13556				10/22/2024
6409	WELL	KLAM0013573	KLAM	13573			OWRD	GWTR	331	Inactive	42.15875900	-121.32125000	3733.00	WELL LOG	WGS1984	4140.00		NGVD1929	7.5-MINUTE MAP	OR	KLAM	14		WM 	39.00	S	12.00	E	29	SE	NW	SW			88.00	6	DOMESTIC	69	N	69	N	State Obs Well Non-Current	State Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013573	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13573				10/22/2024
9538	WELL	KLAM0013578	KLAM	13578			OWRD	GWTR			42.14445084	-121.33125175	50.00	MAP 24K	WGS1984	4148.00	1.00	NAVD1988	LIDAR	OR	KLAM	14	17	WM 	39.00	S	12.00	E	31	NE	SE	SE			292.00		IRRIGATION	1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13578				10/22/2024
9539	WELL	KLAM0013582	KLAM	13582		False	OWRD	GWTR			42.15112990	-121.33029690	10.00	GPS SURVEY GRADE	WGS1984	4160.90	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	12.00	E	32	NW	NW	NW		400	91.00	6	DOMESTIC	118	C	117	C	Obs Well Current	Obs Well Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013582	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13582		Klamath Volcanics	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
9540	WELL	KLAM0013583	KLAM	13583		False	OWRD	GWTR			42.13865457	-121.32235026	50.00	MAP 24K	WGS1984	4172.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	12.00	E	32	SW	SE	NE			245.00		IRRIGATION	3	N	3	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013583	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13583				10/22/2024
9541	WELL	KLAM0013585	KLAM	13585			OWRD	GWTR			42.15270120	-121.20917239	50.00	MAP 24K	WGS1984	4359.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	13.00	E	29	SW	SW	SE			589.00		IRRIGATION	2	N	2	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013585	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13585				10/22/2024
6374	WELL	KLAM0013600	KLAM	13600			OWRD	GWTR	291	Active	42.14491365	-121.25287705	25.00	MAP 24K	WGS1984	4176.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	12.00	E	35	NE	SE	SE		100	360.00	6	DOMESTIC & STOCK	221	C	221	C	State Obs Well Current	State Obs Well Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013600	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13600		Klamath Volcanics	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
9542	WELL	KLAM0013601	KLAM	13601			OWRD	GWTR			42.20976852	-121.13964976	50.00	MAP 24K	WGS1984	4924.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	13.00	E	2	SE	SE	SW			442.00	8		13	N	13	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013601	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13601				10/22/2024
9543	WELL	KLAM0013602	KLAM	13602			OWRD	GWTR			42.21912577	-121.13462479	50.00	MAP 24K	WGS1984	4839.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	13.00	E	1	NW	SW	NW			472.00			2	N	2	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013602	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13602				10/22/2024
9544	WELL	KLAM0013608	KLAM	13608			OWRD	GWTR			42.18743493	-121.29868291	50.00	MAP 24K	WGS1984	4305.20	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	39.00	S	12.00	E	16	SE	NW	NE			598.00		IRRIGATION	3	N	3	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013608	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13608				10/22/2024
9545	WELL	KLAM0013609	KLAM	13609			OWRD	GWTR			42.20509711	-121.13143008	50.00	MAP 24K	WGS1984	4872.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	13.00	E	12	NW	SW	NE			260.00	6		6	N	6	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013609	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13609				10/22/2024
9546	WELL	KLAM0013615	KLAM	13615			OWRD	WRIS			42.15432153	-121.20703696	1000.00	WR UNKNOWN SOURCE	WGS1984	4341.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	13.00	E	29	SW	SE	NW			719.00		IRRIGATION													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13615				10/22/2024
9547	WELL	KLAM0013620	KLAM	13620			OWRD	GWTR			42.15162578	-121.21819534	50.00	MAP 24K	WGS1984	4303.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	13.00	E	30	SE	SE	SW			280.00		IRRIGATION	1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13620				10/22/2024
15179	WELL	KLAM0013672	KLAM	13672			OWRD	WRIS			42.09725953	-121.97130057	300.00	WR FINAL PROOF MAP	WGS1984					OR	KLAM	14	17	WM 	40.00	S	7.00	E	11	SW	SW																			https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13672				10/22/2024
14604	WELL	KLAM0013706	KLAM	13706			OWRD	WRIS			42.12372913	-121.82410480	50.00	WR FINAL PROOF MAP	WGS1984	4110.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	40.00	S	8.00	E	1	NE	NW			3900	160.00	6	IRRIGATION & DOMESTIC													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13706				10/22/2024
14130	WELL	KLAM0013709	KLAM	13709			OWRD	WRIS			42.12328577	-121.82203002	25.00	WR FINAL PROOF MAP	WGS1984	4131.00	10.00	NAVD1988	DEM 10 METER	OR	KLAM	14	17	WM 	40.00	S	8.00	E	1	NE	NW	SE		2200	165.00	12	IRRIGATION & DOMESTIC													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13709				10/22/2024
15411	WELL	KLAM0013715	KLAM	13715			USGS	GWTR			42.12393910	-121.92059880	50.00	GPS	WGS1984	4100.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	40.00	S	8.00	E	6									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13715				10/22/2024
16259	WELL	KLAM0013719	KLAM	13719			OWRD	WRIS			42.11923237	-121.92516133	50.00	WR APPL MAP EXISTING WELL	WGS1984	4095.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	40.00	S	8.00	E	6	NW	SE				120.00	6	QUASI-MUNICIPAL													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13719				10/22/2024
16258	WELL	KLAM0013723	KLAM	13723			OWRD	WRIS			42.12519638	-121.92813184	100.00	WR APPL MAP EXISTING WELL	WGS1984	4090.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	40.00	S	8.00	E	6	NW	NE			300	300.00	8	QUASI-MUNICIPAL													https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13723				10/22/2024
15389	WELL	KLAM0013739	KLAM	13739			USGS	GWTR			42.10137840	-121.91777600	50.00	GPS	WGS1984	4195.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	40.00	S	8.00	E	7									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13739				10/22/2024
15390	WELL	KLAM0013741	KLAM	13741			USGS	GWTR			42.09608140	-121.90931720	50.00	GPS	WGS1984	4120.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	40.00	S	8.00	E	17									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13741				10/22/2024
15387	WELL	KLAM0013744	KLAM	13744			USGS	GWTR			42.09975906	-121.91398690	1.00	GPS SURVEY GRADE	WGS1984	4136.40	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	40.00	S	8.00	E	8									16	N	16	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013744	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13744				10/22/2024
15383	WELL	KLAM0013761	KLAM	13761			USGS	GWTR			42.09054269	-121.90445580	50.00	GPS	WGS1984	4137.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	40.00	S	8.00	E	17						200.00	6	DOMESTIC	2	N	2	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013761	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13761				10/22/2024
15378	WELL	KLAM0013791	KLAM	13791			USGS	GWTR			42.07028497	-121.88703520	1.00	GPS SURVEY GRADE	WGS1984	4269.30	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	40.00	S	8.00	E	21									1	N	1	N									https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13791				10/22/2024
14404	WELL	KLAM0013800	KLAM	13800		False	USGS	GWTR			42.06417170	-121.85090020	1.00	GPS SURVEY GRADE	WGS1984	4079.00	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	40.00	S	8.00	E	26	NW	NW	SE		400	186.00	6	UNUSED	116	C	116	C	Obs Well Current	Obs Well Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013800	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13800		Klamath Volcanics	Quaternary-Late Tertiary Volcanic and Volcaniclastic Rock Aquifers	10/22/2024
15374	WELL	KLAM0013803	KLAM	13803			USGS	GWTR			42.06397426	-121.86762040	1.00	GPS SURVEY GRADE	WGS1984	4164.90	0.10	NGVD1929	SURVEY GPS	OR	KLAM	14	17	WM 	40.00	S	8.00	E	27									2	N	2	N	Obs Well Non-Current	Obs Well Non-Current						https://apps.wrd.state.or.us/apps/gw/gw_info/gw_hydrograph/Hydrograph.aspx?gw_logid=KLAM0013803	https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13803				10/22/2024
15421	WELL	KLAM0013808	KLAM	13808			USGS	GWTR			42.13153620	-121.91743220	50.00	GPS	WGS1984	4120.00	10.00	NGVD1929	7.5-MINUTE MAP	OR	KLAM	14	17	WM 	39.00	S	8.00	E	31						166.00															https://apps.wrd.state.or.us/apps/misc/vault/vault.aspx?wl_county_code=KLAM&wl_nbr=13808				10/22/2024
