STATION,SITE_CODE,STNAME,WELL_NAME,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVDATUM,ELEVACC,COUNTY_NAME,BASIN_CODE,BASIN_NAME,WELL_DEPTH,WELL_USE,WELL_TYPE,WCR_NO,WDL,COMMENT
19N02W08Q002M,395157N1221122W002,GLE_08Q002M screen interval 208 to 218 bgs,Screen: 208-218 ft,39.515700000,-122.112233000,NAD83,Unknown,108.360,,Unknown,Glenn,5-021.52,Colusa,228.00000,Observation,Part of a nested/multi-completion well,726952,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02W08Q002M,
19N02W08Q003M,395157N1221122W003,GLE_08Q003M screen interval 77 to 87 bgs,Screen: 77-87 ft,39.515700000,-122.112233000,NAD83,Unknown,108.360,,Unknown,Glenn,5-021.52,Colusa,136.00000,Observation,Part of a nested/multi-completion well,726952,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02W08Q003M,
19N02W33K001M,394559N1220854W001,GLE_33K001M screen interval 160 to 260 bgs,Screen: 160-260 ft,39.455965000,-122.085433000,NAD83,Unknown,87.410,,Unknown,Glenn,5-021.52,Colusa,260.00000,Irrigation,Single Well,581475,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N02W33K001M,
19N04W14M002M,395023N1222837W001,GLE_14M002M screen interval 45 to 55 bgs,Screen: 45-55 ft,39.502267000,-122.283723000,NAD83,Unknown,185.830,,Unknown,Glenn,5-021.52,Colusa,65.00000,Observation,Single Well,816220,https://wdl.water.ca.gov/StationDetails.aspx?Station=19N04W14M002M,
20N01E02H003M,396158N1218221W001,BUT_02H003M screen interval 70 to 180 bgs,Screen: 70-180 ft,39.615756000,-121.822158000,NAD83,Unknown,132.340,,Unknown,Butte,5-021.57,Vina,201.00000,Observation,Single Well,782029,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N01E02H003M,
20N01E13Q002M,395831N1218069W001,Magers,Screen: Unknown,39.583073000,-121.806862000,NAD83,Unknown,122.000,,EST.CONTOUR <2M.,Butte,5-021.70,Butte,,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N01E13Q002M,
20N01E18L001M,395771N1219082W001,BUT_18L001M screen interval 767 to 894 bgs,Screen: 767-894 ft,39.577074000,-121.908207000,NAD83,Unknown,107.350,,Unknown,Butte,5-021.70,Butte,940.00000,Observation,Part of a nested/multi-completion well,783861,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N01E18L001M,
20N01E18L002M,395771N1219083W001,BUT_18L002M screen interval 509 to 562 bgs,Screen: 509-562 ft,39.577063000,-121.908277000,NAD83,Unknown,107.350,,Unknown,Butte,5-021.70,Butte,,Observation,Part of a nested/multi-completion well,782033,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N01E18L002M,
20N01E18L003M,395771N1219083W002,BUT_18L003M screen interval 98 to 108 bgs,Screen: 98-108 ft,39.577063000,-121.908277000,NAD83,Unknown,107.350,,Unknown,Butte,5-021.70,Butte,173.00000,Observation,Part of a nested/multi-completion well,782033,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N01E18L003M,
20N02E09G001M,396154N1217391W001,BUT_09G001M screen interval 130 to 180 bgs,Screen: 130-180 ft,39.615453000,-121.739123000,NAD83,Unknown,148.840,,Unknown,Butte,5-021.57,Vina,202.00000,Observation,Single Well,782038,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E09G001M,
20N02E15H001M,395891N1217303W001,BUT_15H001M screen interval 170 to 180 bgs,Screen: 170-180 ft,39.589093000,-121.730317000,NAD83,Unknown,144.010,,Unknown,Butte,5-021.70,Butte,190.00000,Observation,Single Well,454083,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E15H001M,
20N02E15H002M,395892N1217304W001,BUT_15H002M screen interval 55-65 bgs,Screen: 55-65- ft,39.589151000,-121.730404000,NAD83,"GPS, 10m",144.120,,R.L. AT SURFACE,Butte,5-021.70,Butte,75.00000,Observation,Single Well,454084,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E15H002M,
20N02E16P001M,395826N1217545W001,BUT_16P001M screen interval unknown,Screen: Unknown,39.583050000,-121.754047000,NAD83,Unknown,131.830,,Unknown,Butte,5-021.70,Butte,466.00000,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E16P001M,
20N02E24C001M,395812N1217026W001,BUT_24C001M screen interval 124 to 134 bgs,Screen: 124-134 ft,39.581199000,-121.702570000,NAD83,Unknown,157.750,,Unknown,Butte,5-021.57,Vina,155.00000,Observation,Part of a nested/multi-completion well,783862,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E24C001M,
20N02E24C002M,395812N1217026W002,BUT_24C002M screen interval 336 to 377 bgs,Screen: 336-377 ft,39.581199000,-121.702570000,NAD83,Unknown,157.750,,Unknown,Butte,5-021.57,Vina,390.00000,Observation,Part of a nested/multi-completion well,783862,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E24C002M,
20N02E24C003M,395812N1217026W003,BUT_24C003M screen interval 484 to 505 bgs,Screen: 484-505 ft,39.581199000,-121.702570000,NAD83,Unknown,157.750,,Unknown,Butte,5-021.57,Vina,520.00000,Observation,Part of a nested/multi-completion well,783862,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02E24C003M,
20N02W11A001M,396087N1220456W001,GLE_11A001M screen interval 70 to 90 bgs,Screen: 70-90 ft,39.608717000,-122.045553000,NAD83,Unknown,125.400,,Unknown,Glenn,5-021.52,Colusa,90.00000,Observation,Part of a nested/multi-completion well,3669,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W11A001M,
20N02W11A002M,396087N1220456W002,GLE_11A002M screen interval 140 to 160 bgs,Screen: 140-160 ft,39.608717000,-122.045553000,NAD83,Unknown,125.400,,Unknown,Glenn,5-021.52,Colusa,160.00000,Observation,Part of a nested/multi-completion well,3669,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W11A002M,
20N02W11A003M,396087N1220456W003,GLE_11A003M screen interval 490 to 510 bgs,Screen: 490-510 ft,39.608717000,-122.045553000,NAD83,Unknown,125.400,,Unknown,Glenn,5-021.52,Colusa,510.00000,Observation,Part of a nested/multi-completion well,3669,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W11A003M,
20N02W18R005M,395855N1221170W001,GLE_18R005M screen interval 920 to 980 bgs,Screen: 920-980 ft,39.585509000,-122.116998000,NAD83,Unknown,131.380,,Unknown,Glenn,5-021.52,Colusa,1020.00000,Observation,Part of a nested/multi-completion well,801448,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W18R005M,
20N02W18R006M,395855N1221170W002,GLE_18R006M screen interval 635 to 655 bgs,Screen: 635-655 ft,39.585509000,-122.116998000,NAD83,Unknown,131.380,,Unknown,Glenn,5-021.52,Colusa,706.00000,Observation,Part of a nested/multi-completion well,801448,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W18R006M,
20N02W18R007M,395855N1221170W003,GLE_18R007M screen interval 450 to 526 bgs,Screen: 450-526 ft,39.585509000,-122.116998000,NAD83,Unknown,131.380,,Unknown,Glenn,5-021.52,Colusa,535.00000,Observation,Part of a nested/multi-completion well,801448,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W18R007M,
20N02W18R008M,395855N1221170W004,GLE_18R008M screen interval 140 to 180 bgs,Screen: 140-180 ft,39.585509000,-122.116998000,NAD83,Unknown,131.380,,Unknown,Glenn,5-021.52,Colusa,201.00000,Observation,Part of a nested/multi-completion well,801448,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W18R008M,
20N02W25F001M,395595N1220326W001,GLE_25F001M screen interval 940 to 960 bgs,Screen: 940-960 ft,39.559493580,-122.032633700,NAD83,Unknown,102.200,,Unknown,Glenn,5-021.52,Colusa,1000.00000,Observation,Part of a nested/multi-completion well,782025,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W25F001M,
20N02W25F002M,395595N1220326W002,GLE_25F002M screen interval 420 to 470 bgs,Screen: 420-470 ft,39.559495000,-122.032609000,NAD83,Unknown,102.200,,Unknown,Glenn,5-021.52,Colusa,513.00000,Observation,Part of a nested/multi-completion well,782025,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W25F002M,
20N02W25F003M,395595N1220326W003,GLE_25F003M screen interval 190 to 260 bgs,Screen: 190-260 ft,39.559495000,-122.032609000,NAD83,Unknown,102.200,,Unknown,Glenn,5-021.52,Colusa,283.00000,Observation,Part of a nested/multi-completion well,782025,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W25F003M,
20N02W25F004M,395595N1220326W004,GLE_25F004M screen interval 55 to 65 bgs,Screen: 55-65 ft,39.559495000,-122.032609000,NAD83,Unknown,102.200,,Unknown,Glenn,5-021.52,Colusa,85.00000,Observation,Part of a nested/multi-completion well,782025,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W25F004M,
20N02W33B001M,395496N1220839W001,GLE_33B001M screen interval 100 to 320 bgs,Screen: 100-320 ft,39.549598000,-122.083870000,NAD83,Unknown,105.410,,Unknown,Glenn,5-021.52,Colusa,326.00000,Observation,Single Well,3686,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N02W33B001M,
20N03E31M001M,395446N1216873W001,BUT_31M001M screen interval 130 to 180 bgs,Screen: 130-180 ft,39.544580000,-121.687321000,NAD83,Unknown,133.020,,Unknown,Butte,5-021.57,Vina,201.00000,Observation,Single Well,782043,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N03E31M001M,
20N03E33L001M,395435N1216466W001,BUT_33L001M screen interval unknown,Screen: Unknown,39.543565000,-121.646642000,NAD83,Unknown,151.330,,Unknown,Butte,5-021.57,Vina,101.00000,Other,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N03E33L001M,
20N03W07E001M,396049N1222495W001,GLE_07E001M screen interval 984 to 1014 bgs,Screen: 984-1014 ft,39.604892000,-122.249484000,NAD83,Unknown,179.175,,Unknown,Glenn,5-021.52,Colusa,1030.00000,Observation,Part of a nested/multi-completion well,E057712D,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N03W07E001M,
20N03W07E002M,396049N1222495W002,GLE_07E002M screen interval 616 to 636 bgs,Screen: 616-636 ft,39.604892000,-122.249484000,NAD83,Unknown,179.175,,Unknown,Glenn,5-021.52,Colusa,664.00000,Observation,Part of a nested/multi-completion well,E057712C,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N03W07E002M,
20N03W07E003M,396049N1222495W003,GLE_07E003M screen interval 380 to 485 bgs,Screen: 380-485 ft,39.604892000,-122.249484000,NAD83,Unknown,179.175,,Unknown,Glenn,5-021.52,Colusa,515.00000,Observation,Part of a nested/multi-completion well,E057712B,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N03W07E003M,
20N03W07E004M,396049N1222495W004,GLE_07E004M screen interval 118 to 128 bgs,Screen: 118-128 ft,39.604892000,-122.249484000,NAD83,Unknown,179.175,,Unknown,Glenn,5-021.52,Colusa,160.00000,Observation,Part of a nested/multi-completion well,E057712A,https://wdl.water.ca.gov/StationDetails.aspx?Station=20N03W07E004M,
21N01E08K002M,396891N1218854W001,BUT_08K002M screen interval unknown,Screen: Unknown,39.689100000,-121.885400000,NAD83,"GPS, 10m",146.040,,R.L. AT SURFACE,Butte,5-021.70,Butte,,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01E08K002M,
21N01E13L002M,396735N1218144W001,BUT_13L002M screen interval 735 to 760 bgs,CSU Chico Farm Deep,39.673480400,-121.814402900,WGS84,"GPS, 10m",179.850,,R.L. AT W.L.M.PT.,Butte,5-021.57,Vina,771.00000,Observation,Part of a nested/multi-completion well,e0136335C,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01E13L002M,
21N01E13L003M,396735N1218144W002,BUT_13L003M SCREEN INTERVAL 540 TO 560 BGS,CSU CHICO FARM INTER,39.673480400,-121.814402900,WGS84,"GPS, 10m",179.850,,R.L. AT W.L.M.PT.,Butte,5-021.57,Vina,574.00000,Observation,Part of a nested/multi-completion well,e0136335B,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01E13L003M,
21N01E13L004M,396735N1218144W003,BUT_13L004M SCREEN INTERVAL 240 TO 340,CSU CHICO FARM SHALL,39.673480400,-121.814402900,WGS84,"GPS, 10m",179.850,,R.L. AT W.L.M.PT.,Butte,5-021.57,Vina,353.00000,Observation,Part of a nested/multi-completion well,e0136335A,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01E13L004M,
21N01E27B001M,396528N1218526W001,BUT_27B001M screen interval unknown,Screen: Unknown,39.652738000,-121.852487000,NAD83,"GPS, 10m",149.340,,EST.CONTOUR 4-8M.,Butte,5-021.57,Vina,517.00000,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01E27B001M,
21N01E28F001M,396490N1218726W001,BUT_28F001M screen interval unknown,Screen: Unknown,39.648986000,-121.872517000,NAD83,"GPS, 10m",142.350,,EST.CONTOUR 4-8M.,Butte,5-021.57,Vina,173.00000,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01E28F001M,
21N01W05D001M,397100N1220081W001,GLE_05D001M screen interval 783 to 1227 bgs,Screen: 783-1227 ft,39.709957000,-122.008121000,WGS84,"GPS, 10m",152.580,,R.L. AT W.L.M.PT.,Glenn,5-021.52,Colusa,1300.00000,Irrigation,Single Well,E0100269,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W05D001M,
21N01W11A001M,396943N1219410W001,"BUT_11A001Mscreen interval 810 to 1,280 ft bgs",Screen: 810-1280 ft,39.694332980,-121.940959520,NAD83,"GPS, 10m",129.300,,R.L. AT SURFACE,Butte,5-021.70,Butte,1311.00000,Observation,Part of a nested/multi-completion well,E0119824C,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W11A001M,
21N01W11A002M,396943N1219410W002,BUT_11A002M screen interval 125 to 185 ft bgs,Screen: 125-185 ft,39.694332980,-121.940959520,NAD83,"GPS, 10m",129.300,,R.L. AT SURFACE,Butte,5-021.70,Butte,200.00000,Observation,Part of a nested/multi-completion well,E0119824B,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W11A002M,
21N01W11A003M,396943N1219410W003,BUT_11A003 screen interval 30 to 50 ft bgs,Screen: 30-50 ft,39.694332980,-121.940959520,NAD83,"Survey, 1m",129.300,,R.L. AT SURFACE,Butte,5-021.70,Butte,104.00000,Observation,Part of a nested/multi-completion well,E0119824A,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W11A003M,
21N01W24B001M,396655N1219250W001,BUT_24B001M screen interval 800 to 820 bgs,Screen: 800-820 ft,39.665515000,-121.925035000,NAD83,Unknown,127.060,,Unknown,Butte,5-021.70,Butte,,Irrigation,Single Well,551547,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W24B001M,
21N01W31H001M,396823N1220117W001,GLE_31H001M Screen Interval 800 to 1240 bgs,Screen: 800-1240 ft,39.682255000,-122.011685000,WGS84,"GPS, 10m",145.480,,R.L. AT SURFACE,Glenn,5-021.52,Colusa,1300.00000,Irrigation,Single Well,E0109372,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W31H001M,
21N01W35K002M,396301N1219407W001,BUT_35K002M screen interval 75 to 135 bgs,Screen: 75-135 ft,39.630100000,-121.940700000,NAD83,Unknown,114.360,,Unknown,Butte,5-021.70,Butte,,Irrigation,Single Well,131693,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N01W35K002M,
21N02E18C001M,396820N1217970W001,But_18C001M screen interval 770-880 ft bgs,Screen: 770-880 ft,39.681959000,-121.796978000,NAD83,"GPS, 10m",189.070,,R.L. AT SURFACE,Butte,5-021.57,Vina,914.00000,Observation,Part of a nested/multi-completion well,E0113763A,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E18C001M,
21N02E18C002M,396820N1217970W002,But_18C002M screen interval 360-620 ft bgs,Screen: 360-620 ft,39.681959000,-121.796978000,NAD83,"GPS, 10m",189.070,,R.L. AT SURFACE,Butte,5-021.57,Vina,701.00000,Observation,Part of a nested/multi-completion well,E0113763C,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E18C002M,
21N02E18C003M,396820N1217970W003,But_18C003M screen interval 130-200 ft bgs,Screen: 130-200 ft,39.681959000,-121.796978000,NAD83,"GPS, 10m",189.070,,R.L. AT SURFACE,Butte,5-021.57,Vina,240.00000,Observation,Part of a nested/multi-completion well,E0113763B,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E18C003M,
21N02E26E003M,396468N1217263W001,BUT_26E003M screen interval 610 to 620 bgs,Screen: 610-620 ft,39.646778000,-121.726248000,NAD83,Unknown,182.270,,R.L. AT SURFACE,Butte,5-021.57,Vina,660.00000,Observation,Part of a nested/multi-completion well,E062957D,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E26E003M,Pentz Obs Deep
21N02E26E004M,396468N1217263W002,BUT_26E004M screen interval 400 to 484 bgs,Screen: 400-484 ft,39.646778000,-121.726248000,NAD83,"GPS, 10m",18.270,,R.L. AT SURFACE,Butte,5-021.57,Vina,518.00000,Observation,Part of a nested/multi-completion well,E062957C,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E26E004M,Pentz Obs Interm Deep
21N02E26E005M,396468N1217263W003,BUT_26E005M screen interval 265 to 290 bgs,Screen: 265-290 ft,39.646778000,-121.726248000,NAD83,"GPS, 10m",182.270,,R.L. AT SURFACE,Butte,5-021.57,Vina,315.00000,Observation,Part of a nested/multi-completion well,E062957B,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E26E005M,Pentz Observation Well Interm. Shallow Zone
21N02E26E006M,396468N1217263W004,BUT_26E006M screened interval 105 to 150,Screen: 105-150 ft,39.646778000,-121.726248000,NAD83,"GPS, 10m",182.270,,R.L. AT SURFACE,Butte,5-021.57,Vina,179.00000,Observation,Part of a nested/multi-completion well,E062957A,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E26E006M,Pentz Observation Well Shallow Zone
21N02E30L001M,396422N1217994W001,BUT_30L001M screen interval unknown,Screen: Unknown,39.642219000,-121.799417000,NAD83,"GPS, 10m",159.330,,EST.CONTOUR 4-8M.,Butte,5-021.57,Vina,317.00000,Residential,Single Well,2926,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02E30L001M,
21N02W01F001M,397043N1220387W001,GLE_01F001M screen interval 547 to 557 bgs,Screen: 547-557 ft,39.704336000,-122.038614000,NAD83,Unknown,160.880,,Unknown,Glenn,5-021.52,Colusa,600.00000,Observation,Part of a nested/multi-completion well,726740,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W01F001M,
21N02W01F002M,397043N1220387W002,GLE_01F002M screen interval 297 to 307 bgs,Screen: 297-307 ft,39.704336000,-122.038614000,NAD83,Unknown,160.880,,Unknown,Glenn,5-021.52,Colusa,385.00000,Observation,Part of a nested/multi-completion well,726740,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W01F002M,
21N02W01F003M,397043N1220386W001,GLE_01F003M screen interval 109 to 119 bgs,Screen: 109-119 ft,39.704328000,-122.038559000,NAD83,Unknown,160.880,,Unknown,Glenn,5-021.52,Colusa,124.00000,Observation,Part of a nested/multi-completion well,726741,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W01F003M,
21N02W01F004M,397043N1220386W002,GLE_01F004M screen interval 55 to 65 bgs,Screen: 55-65 ft,39.704328000,-122.038559000,NAD83,Unknown,160.880,,Unknown,Glenn,5-021.52,Colusa,75.00000,Observation,Part of a nested/multi-completion well,726741,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W01F004M,
21N02W04G002M,397033N1220910W001,GLE_04G002M screen interval 928 to 938 bgs,Screen: 928-938 ft,39.703325000,-122.091003000,NAD83,Unknown,178.410,,Unknown,Glenn,5-021.52,Colusa,964.00000,Observation,Part of a nested/multi-completion well,E044112,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W04G002M,
21N02W04G003M,397033N1220910W002,GLE_04G003M screen interval 673 to 703 bgs,Screen: 673-703 ft,39.703325000,-122.091003000,NAD83,Unknown,178.410,,Unknown,Glenn,5-021.52,Colusa,715.00000,Observation,Part of a nested/multi-completion well,E044112,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W04G003M,
21N02W04G004M,397033N1220910W003,GLE_04G004M screen interval 269 to 279 bgs,Screen: 269-279 ft,39.703325000,-122.091003000,NAD83,Unknown,178.410,,Unknown,Glenn,5-021.52,Colusa,289.00000,Observation,Part of a nested/multi-completion well,E044112,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W04G004M,
21N02W04G005M,397033N1220910W004,GLE_04G005M screen interval 57 to 67 bgs,Screen: 57-67 ft,39.703325000,-122.091003000,NAD83,Unknown,178.410,,Unknown,Glenn,5-021.52,Colusa,99.00000,Observation,Part of a nested/multi-completion well,E044112,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W04G005M,
21N02W05M001M,397008N1221208W001,GLE_05M001M screen interval 442 to 452 bgs,Screen: 442-452 ft,39.700787000,-122.120764000,NAD83,Unknown,188.930,,Unknown,Glenn,5-021.52,Colusa,490.00000,Observation,Part of a nested/multi-completion well,801406,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W05M001M,
21N02W05M002M,397008N1221208W002,GLE_05M002M screen interval 122 to 132 bgs,Screen: 122-132 ft,39.700787000,-122.120764000,NAD83,Unknown,188.930,,Unknown,Glenn,5-021.52,Colusa,153.00000,Observation,Part of a nested/multi-completion well,801406,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W05M002M,
21N02W05M003M,397008N1221208W003,GLE_05M003M screen interval 44 to 54 bgs,Screen: 44-54 ft,39.700787000,-122.120764000,NAD83,Unknown,188.930,,Unknown,Glenn,5-021.52,Colusa,75.00000,Observation,Part of a nested/multi-completion well,801406,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W05M003M,
21N02W05M004M,397003N1221207W001,GLE_05M004M screen interval 36 to 56 bgs,Screen: 36-56 ft,39.700787000,-122.120764000,NAD83,Unknown,191.830,,Unknown,Glenn,5-021.52,Colusa,85.00000,,Unknown,801444,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W05M004M,
21N02W05M005M,397008N1221208W004,GLE_05M005M screen interval 30 to 35 bgs,Screen: 30-35 ft,39.700787000,-122.120764000,NAD83,Unknown,190.620,,Unknown,Glenn,5-021.52,Colusa,76.00000,,Unknown,801437,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W05M005M,
21N02W25L001M,396423N1220366W001,GLE_25L001M screen interval unknown,Screen: Unknown,39.642300000,-122.036600000,NAD83,Unknown,142.390,,Unknown,Glenn,5-021.52,Colusa,,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W25L001M,
21N02W33M001M,396299N1221007W001,GLE_33M001M screen interval 869 to 890 bgs,Screen: 869-890 ft,39.629906000,-122.100662000,NAD83,Unknown,149.000,,Unknown,Glenn,5-021.52,Colusa,929.00000,Observation,Part of a nested/multi-completion well,726724,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W33M001M,
21N02W33M002M,396299N1221007W002,GLE_33M002M screen interval 540 to 550 bgs,Screen: 540-550 ft,39.629906000,-122.100662000,NAD83,Unknown,149.000,,Unknown,Glenn,5-021.52,Colusa,577.00000,Observation,Part of a nested/multi-completion well,726724,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W33M002M,
21N02W33M003M,396299N1221007W003,GLE_33M003M screen interval 140 to 150 bgs,Screen: 140-150 ft,39.629906000,-122.100662000,NAD83,Unknown,149.000,,Unknown,Glenn,5-021.52,Colusa,171.00000,Observation,Part of a nested/multi-completion well,726724,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W33M003M,
21N02W36A001M,396352N1220330W001,GLE_36A001M screen interval 190 to 600 bgs,Screen: 190-600 ft,39.635511000,-122.033062000,NAD83,Unknown,135.390,,Unknown,Glenn,5-021.52,Colusa,720.00000,Irrigation,Single Well,315499,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W36A001M,
21N02W36A002M,396355N1220331W001,GLE_36A002M screen interval 120 to 140 bgs,Screen: 120-140 ft,39.635511000,-122.033062000,NAD83,Unknown,135.390,,Unknown,Glenn,5-021.52,Colusa,155.00000,Observation,Single Well,315494,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N02W36A002M,
21N03E32B001M,396396N1216634W001,BUT_32B001M screen interval unknown,Screen: Unknown,39.639578000,-121.663376000,NAD83,"GPS, 10m",238.430,,EST.CONTOUR 4-8M.,Butte,5-021.57,Vina,57.00000,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N03E32B001M,
21N03W01R002M,396963N1221406W001,GLE_01R002M screen interval 235 to 245 bgs,Screen: 235-245 ft,39.696300000,-122.140600000,NAD83,Unknown,203.320,,Unknown,Glenn,5-021.52,Colusa,255.00000,Observation,Single Well,726894,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N03W01R002M,
21N03W01R003M,396963N1221405W001,GLE_01R003M screen interval 590 to 1310 bgs,Screen: 590-1310 ft,39.696348000,-122.140542000,NAD83,Unknown,203.530,,Unknown,Glenn,5-021.52,Colusa,1360.00000,Irrigation,Single Well,726925,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N03W01R003M,
21N03W23C001M,396676N1221697W001,GLE_23C001M screen interval 55 to 75 bgs,Screen: 55-75 ft,39.667631560,-122.169747200,NAD83,Unknown,200.350,,Unknown,Glenn,5-021.52,Colusa,110.00000,,Unknown,801441,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N03W23C001M,
21N03W23D001M,396672N1221774W001,GLE_23D001M screen interval 363 to 373 bgs,Screen: 363-373 ft,39.667156000,-122.177342000,NAD83,Unknown,204.760,,Unknown,Glenn,5-021.52,Colusa,420.00000,Observation,Part of a nested/multi-completion well,801404,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N03W23D001M,
21N03W23D002M,396672N1221774W002,GLE_23D002M screen interval 142 to 170 bgs,Screen: 142-170 ft,39.667156000,-122.177342000,NAD83,Unknown,204.760,,Unknown,Glenn,5-021.52,Colusa,191.00000,Observation,Part of a nested/multi-completion well,801404,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N03W23D002M,
21N03W23D003M,396672N1221774W003,GLE_23D003M screen interval 42 to 72 bgs,Screen: 42-72 ft,39.667156000,-122.177342000,NAD83,Unknown,204.760,,Unknown,Glenn,5-021.52,Colusa,84.00000,Observation,Part of a nested/multi-completion well,801404,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N03W23D003M,
21N03W23D004M,396675N1221766W001,GLE_23D004M screen interval 48 to 68 bgs,Screen: 48-68 ft,39.667503000,-122.176598000,NAD83,Unknown,205.070,,Unknown,Glenn,5-021.52,Colusa,80.00000,,Unknown,801442,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N03W23D004M,
21N03W23D005M,396670N1221769W001,GLE_23D005M screen interval 46 to 66 bgs,Screen: 46-66 ft,39.666970000,-122.176876000,NAD83,Unknown,203.070,,Unknown,Glenn,5-021.52,Colusa,92.00000,,Unknown,801443,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N03W23D005M,
21N03W31R002M,396252N1222351W001,GLE_ 31R002M screen interval 280 to 285 bgs,Screen: Unknown,39.624656000,-122.234998000,NAD83,Unknown,185.460,,Unknown,Glenn,5-021.52,Colusa,410.00000,,Unknown,1000021E,https://wdl.water.ca.gov/StationDetails.aspx?Station=21N03W31R002M,
